movie_ID,user_ID,total,story,role,show,image,music
576,285,2,1,1,2,2,4
584,285,4,4,4,4,4,5
585,285,3,3,3,3,3,3
592,285,3,3,3,3,3,3
621,285,4,4,4,4,4,4
624,285,3,3,3,3,3,3
628,285,4,3,3,3,3,3
643,285,3,3,3,3,3,3
644,285,2,1,3,2,3,2
645,285,1,1,1,1,1,1
646,285,4,4,4,4,4,4
648,285,3,3,3,3,3,3
651,285,5,4,4,5,5,4
654,285,4,4,4,4,4,4
672,285,4,4,4,4,4,4
676,285,3,3,3,3,3,3
677,285,4,4,4,4,4,4
713,285,4,4,4,4,4,4
720,285,3,3,3,3,3,3
546,286,5,5,5,5,5,4
547,286,5,5,5,5,5,5
550,286,5,5,5,5,5,5
557,286,4,4,5,4,5,5
558,286,5,5,5,5,4,5
584,286,5,5,5,5,5,5
732,286,5,5,5,5,5,5
11,287,5,5,5,5,5,5
15,287,4,4,4,5,5,5
22,287,4,4,4,4,5,5
77,287,4,4,4,5,4,5
154,287,4,2,3,5,5,5
259,287,3,3,4,4,4,5
262,287,4,4,4,4,4,5
270,287,4,4,4,5,5,5
391,287,4,4,4,5,5,5
481,287,3,2,2,3,5,5
532,287,1,2,2,2,5,3
540,287,1,2,2,5,5,5
744,287,2,2,2,2,3,3
752,287,2,2,3,4,5,5
1003,287,5,4,4,5,5,5
539,288,1,1,1,1,1,1
802,288,1,1,1,1,3,1
831,288,1,1,1,1,1,1
842,288,2,1,2,1,3,2
867,288,5,5,5,5,4,4
904,288,2,1,1,2,5,3
945,288,5,5,5,5,5,5
949,288,5,5,5,5,5,5
955,288,4,4,5,4,4,4
961,288,3,3,3,3,3,4
964,288,5,5,5,5,5,4
978,288,3,1,3,3,5,3
1044,288,2,2,2,2,2,2
1059,288,4,4,4,4,5,4
1061,288,5,5,5,5,5,4
613,289,2,1,4,1,2,3
626,289,2,1,3,1,2,1
715,289,2,2,3,2,2,2
773,289,3,2,4,2,4,2
987,289,2,1,3,2,4,2
1044,289,3,4,5,4,2,2
1058,289,4,4,4,4,3,3
1059,289,4,3,3,4,4,3
1069,289,5,4,5,5,5,4
1080,289,2,2,3,2,2,2
1087,289,4,4,4,4,4,4
1092,289,2,2,3,2,1,1
1093,289,2,2,2,1,1,1
1094,289,2,2,2,2,3,2
1097,289,3,2,3,2,5,5
1104,289,4,4,5,4,4,4
435,290,4,4,4,3,3,4
530,290,3,3,3,3,3,3
624,290,3,2,3,3,5,4
788,290,4,4,5,4,4,4
797,290,5,5,5,4,4,4
850,290,2,2,2,1,1,1
863,290,4,5,4,4,4,4
870,290,4,4,5,4,4,4
877,290,3,2,2,4,5,3
899,290,4,4,5,4,5,4
900,290,2,2,3,2,3,2
934,290,4,3,2,3,4,3
937,290,3,3,4,4,4,3
943,290,4,4,4,5,5,4
955,290,3,3,4,3,3,3
961,290,3,3,4,3,3,3
4,291,3,3,3,3,3,3
8,291,4,4,4,4,4,4
17,291,4,4,4,4,4,4
21,291,3,3,4,3,3,3
45,291,5,5,5,5,5,5
49,291,3,3,4,2,2,2
58,291,5,5,5,5,5,5
59,291,2,2,3,2,2,2
61,291,5,5,5,4,5,5
65,291,3,3,3,3,4,3
69,291,4,5,4,4,2,2
71,291,4,4,4,4,5,4
73,291,3,3,3,3,3,3
81,291,5,5,5,5,5,5
85,291,5,5,5,5,5,5
87,291,3,3,3,3,3,3
89,291,5,5,5,5,5,5
90,291,4,4,4,4,4,4
93,291,5,5,5,5,4,5
94,291,3,3,3,3,3,3
95,291,3,3,3,3,3,3
98,291,3,4,4,3,3,2
101,291,4,4,4,4,5,5
105,291,3,3,5,3,3,3
110,291,3,3,4,4,5,4
111,291,5,5,5,4,4,4
113,291,4,4,4,4,4,2
118,291,5,5,5,4,4,5
128,291,5,5,4,4,4,4
152,291,4,5,4,4,4,3
157,291,5,5,5,5,4,5
161,291,5,5,5,4,4,4
162,291,4,4,5,4,4,3
165,291,4,5,5,5,4,5
167,291,4,5,4,4,4,4
175,291,4,4,5,4,4,4
185,291,3,3,3,3,3,3
198,291,3,3,3,3,3,3
203,291,4,5,4,4,5,4
206,291,5,5,5,4,4,3
216,291,5,5,4,4,4,4
227,291,5,5,5,5,5,5
238,291,4,4,4,4,4,4
243,291,5,5,5,4,4,4
247,291,4,4,4,4,4,4
252,291,3,3,3,3,4,3
280,291,3,3,3,3,3,3
319,291,5,5,5,5,5,5
336,291,2,5,2,2,2,2
460,291,4,5,3,3,3,3
470,291,5,5,5,5,4,5
477,291,4,4,4,4,4,4
511,291,5,5,2,2,2,2
530,291,2,2,2,2,2,2
93,292,5,5,5,5,5,5
167,292,5,5,5,5,5,5
337,292,4,3,4,4,3,5
460,292,5,5,5,4,5,3
503,292,1,1,2,1,1,1
543,292,4,3,3,4,5,5
546,292,4,4,4,4,5,4
574,292,2,1,4,1,4,4
635,292,3,3,2,3,3,2
764,292,5,5,5,5,4,3
842,292,3,3,5,3,5,3
966,292,2,2,4,2,3,3
970,292,5,2,4,5,5,3
1033,292,4,3,4,3,4,3
439,293,3,3,3,4,3,3
444,293,4,3,4,3,4,3
572,293,5,4,4,5,5,3
740,293,2,1,1,1,1,1
797,293,4,4,5,5,5,4
842,293,4,3,3,4,4,3
470,294,4,3,3,4,3,4
496,294,4,5,3,5,4,3
499,294,3,3,2,2,3,3
532,294,3,3,4,3,2,4
533,294,4,5,3,4,4,4
603,294,2,3,3,3,3,3
610,294,2,2,4,2,3,3
470,295,5,5,5,4,4,4
499,295,4,4,4,3,3,2
518,295,5,5,5,4,4,3
524,295,5,5,5,4,3,3
526,295,3,3,5,3,3,3
531,295,4,4,5,4,5,4
546,295,4,4,5,3,3,3
550,295,4,4,5,4,3,3
558,295,4,4,5,3,4,3
574,295,5,4,4,4,5,4
25,296,3,4,3,4,5,3
147,296,2,3,2,4,5,3
318,296,2,2,3,3,3,3
401,296,3,3,4,4,3,4
470,296,5,4,5,5,5,4
508,296,3,4,5,3,5,3
524,296,4,4,3,4,3,5
533,296,5,5,5,5,4,4
557,296,3,3,4,4,3,3
574,296,4,3,4,4,5,5
28,297,4,4,4,4,4,4
62,297,4,4,4,4,4,4
63,297,5,5,5,5,4,4
81,297,5,5,5,5,5,5
133,297,4,4,4,5,5,5
225,297,4,4,4,5,5,4
227,297,5,5,5,5,5,5
233,297,4,4,4,5,4,4
487,297,3,3,3,3,3,3
528,297,4,3,4,4,4,3
565,297,5,5,5,5,5,5
570,297,4,3,4,4,4,4
572,297,4,4,4,4,5,4
573,297,3,2,3,3,3,4
574,297,4,4,4,4,4,4
576,297,3,3,4,3,3,4
592,297,4,3,4,4,4,3
594,297,4,4,4,5,5,4
595,297,4,3,4,4,3,3
610,297,3,3,4,3,3,4
615,297,4,4,4,4,4,5
618,297,2,2,3,2,3,3
645,297,4,4,4,4,5,5
651,297,4,3,4,4,4,4
652,297,4,3,5,5,4,4
653,297,4,4,5,4,4,5
658,297,4,4,3,4,3,4
677,297,4,4,3,4,5,4
683,297,4,4,4,4,5,4
696,297,4,4,4,4,4,4
702,297,4,3,4,4,3,3
738,297,3,3,3,4,3,3
773,297,4,4,4,5,4,4
780,297,2,2,2,2,2,2
58,298,5,5,5,5,5,5
61,298,5,5,4,4,5,5
63,298,2,1,1,1,1,1
93,298,5,5,5,4,4,5
147,298,5,5,4,4,3,5
157,298,5,5,5,5,3,4
161,298,4,5,4,3,3,4
221,298,5,5,5,4,5,4
233,298,4,4,4,3,3,4
553,298,4,4,4,4,3,2
574,298,3,3,3,3,3,2
623,298,5,5,4,4,4,4
752,298,5,5,4,4,3,3
121,299,5,5,5,5,5,5
168,299,4,5,5,4,5,4
674,299,3,3,3,3,3,3
741,299,3,3,3,3,3,3
746,299,3,3,4,3,3,3
748,299,4,4,4,4,4,4
790,299,4,4,5,4,5,4
827,299,2,2,3,2,2,2
863,299,4,4,5,5,4,4
870,299,3,3,4,2,3,2
877,299,3,3,3,2,5,2
934,299,3,3,2,3,4,3
961,299,3,3,3,2,3,3
1058,299,5,5,5,5,5,5
198,300,4,5,5,4,4,3
281,300,5,5,5,4,4,3
309,300,3,3,3,3,3,4
319,300,3,3,4,3,2,2
340,300,5,5,3,3,5,3
345,300,4,5,5,4,3,3
498,300,3,2,3,3,5,5
500,300,3,3,4,3,3,5
532,300,4,1,5,3,3,3
545,300,1,1,1,1,1,1
613,301,5,4,5,4,5,3
690,301,4,4,5,5,4,4
696,301,5,5,5,5,5,4
711,301,4,4,5,4,4,4
729,301,5,5,5,5,4,4
744,301,2,3,3,2,2,2
196,302,3,3,4,4,4,3
429,302,1,1,1,1,1,1
464,302,1,1,1,1,1,1
900,302,4,4,4,4,4,4
938,302,3,2,4,4,4,4
981,302,4,4,5,4,5,4
121,303,5,5,5,5,5,5
170,303,5,4,5,4,5,5
178,303,5,5,5,5,5,5
188,303,5,5,5,5,5,5
198,303,4,5,5,4,3,3
281,303,5,5,5,5,5,5
283,303,5,5,5,4,4,4
309,303,4,4,5,4,4,4
341,303,1,1,1,1,1,1
391,303,5,5,5,4,5,4
409,303,5,5,5,5,5,5
435,303,3,3,4,3,3,4
457,303,3,4,4,4,3,3
464,303,3,3,3,3,3,4
470,303,5,5,5,5,5,5
496,303,5,5,5,5,5,5
512,303,3,2,4,4,4,2
518,303,4,4,5,5,5,5
531,303,4,4,5,3,4,4
574,303,4,3,4,4,4,5
644,303,4,4,5,4,4,4
759,303,5,5,5,5,5,5
780,303,2,2,2,2,2,2
788,303,5,5,5,5,5,5
792,303,3,2,4,3,3,3
800,303,4,4,5,4,5,4
863,303,5,5,4,5,5,5
76,304,5,5,5,5,5,5
84,304,5,5,5,5,5,5
94,304,5,5,5,5,5,5
261,304,5,5,5,5,5,5
586,304,5,5,5,4,5,4
899,304,5,5,5,5,5,5
915,304,5,5,5,5,5,5
927,304,5,5,5,5,5,5
931,304,5,5,5,5,5,5
932,304,5,5,5,5,5,5
934,304,4,2,4,5,5,5
937,304,4,4,5,5,5,4
938,304,3,2,4,3,4,3
943,304,4,2,5,5,5,5
955,304,5,4,5,5,5,4
961,304,4,4,5,5,5,5
976,304,5,5,5,5,4,4
978,304,4,4,5,4,5,4
981,304,5,4,5,5,5,5
984,304,4,3,5,5,5,5
987,304,5,5,5,5,5,5
989,304,5,5,5,5,5,5
998,304,5,5,5,5,5,5
1000,304,5,5,5,5,5,5
1014,304,3,2,4,4,3,3
1015,304,1,1,2,1,1,1
1023,304,5,5,5,5,5,5
1030,304,5,5,5,5,5,5
1032,304,5,5,5,5,5,4
1033,304,5,5,5,5,5,5
1041,304,4,3,4,5,5,4
1042,304,4,5,5,5,5,5
1045,304,2,2,3,3,3,2
1058,304,5,5,5,5,5,5
1059,304,5,5,5,5,5,5
1061,304,5,5,5,5,5,5
1066,304,5,5,5,5,5,5
1067,304,5,5,5,5,5,5
1069,304,5,5,5,5,5,5
1071,304,4,4,5,5,5,5
1074,304,4,5,5,5,5,5
1075,304,3,2,5,3,4,3
1076,304,4,4,5,5,5,5
1077,304,4,5,5,5,5,5
1085,304,4,4,5,4,5,5
1087,304,4,3,4,4,4,5
1092,304,5,4,5,5,5,5
1093,304,5,5,5,5,5,5
1094,304,4,3,5,5,5,3
1097,304,5,5,5,5,5,5
1103,304,5,5,5,5,5,5
1109,304,5,5,5,5,5,5
368,305,2,2,2,2,2,2
490,305,4,5,4,4,4,3
533,305,5,5,5,5,5,4
574,305,2,2,3,2,2,3
578,305,5,5,5,4,4,4
587,305,3,3,4,3,3,3
588,305,4,4,5,5,4,4
651,305,3,3,3,4,4,3
654,305,3,3,3,4,4,3
672,305,3,2,3,4,4,4
81,306,5,5,5,4,4,5
119,306,4,5,3,4,5,4
170,306,4,4,5,5,4,3
218,306,5,3,5,5,5,5
247,306,4,4,4,5,4,4
267,306,4,4,5,4,4,5
304,306,5,4,4,4,5,5
355,306,5,3,4,5,5,5
364,306,3,3,3,4,3,5
453,306,4,4,4,4,5,2
464,306,3,4,2,3,4,4
471,306,5,4,5,4,4,4
524,306,3,3,4,3,3,3
529,306,5,5,5,5,5,5
532,306,2,2,3,3,2,4
533,306,4,5,4,3,3,2
534,306,4,4,4,4,4,4
545,306,2,1,3,3,3,2
550,306,3,4,4,4,3,4
552,306,4,4,5,5,5,5
553,306,5,4,4,5,4,4
562,306,2,3,3,3,3,4
570,306,3,3,5,2,3,4
574,306,3,3,4,4,4,3
578,306,4,5,3,4,3,3
579,306,4,4,4,4,4,5
586,306,5,5,4,5,4,4
588,306,4,5,4,3,3,4
595,306,3,3,4,3,3,3
613,306,4,4,4,4,5,4
615,306,3,4,4,3,3,3
618,306,3,4,4,3,3,3
644,306,5,5,5,5,5,5
658,306,1,1,1,1,1,2
668,306,3,4,4,3,4,4
683,306,5,5,5,5,5,5
690,306,5,5,5,5,5,5
706,306,3,3,3,3,4,3
711,306,5,4,5,5,4,5
730,306,2,2,3,3,3,2
740,306,4,3,3,4,5,4
769,306,4,4,5,4,4,4
777,306,4,5,5,4,4,4
788,306,4,4,5,5,4,4
797,306,5,5,5,5,5,5
806,306,5,5,5,5,5,5
121,307,5,5,5,5,5,3
167,307,3,3,4,4,5,5
363,307,2,3,3,1,1,3
403,307,3,3,3,3,3,3
490,307,1,1,1,1,1,1
504,307,2,2,3,2,3,3
532,307,1,1,1,1,1,1
586,307,5,5,5,4,3,3
634,307,1,3,1,1,3,3
748,307,4,4,4,4,3,3
756,307,1,1,1,1,1,1
839,307,3,3,5,3,3,3
844,307,3,3,3,1,2,2
72,308,4,3,5,4,3,4
90,308,4,5,4,3,3,3
133,308,4,3,3,5,5,4
134,308,4,3,3,5,5,5
199,308,5,5,3,5,3,5
227,308,5,5,5,5,5,5
233,308,5,4,5,4,4,5
254,308,4,3,5,4,5,4
301,308,4,4,5,5,3,4
396,308,5,3,5,4,5,3
426,308,3,3,3,4,4,2
470,308,5,4,5,4,4,5
471,308,5,5,5,5,5,4
523,308,1,1,1,1,1,1
574,308,3,2,4,4,2,5
588,308,5,5,5,5,5,5
675,308,1,2,3,2,2,1
711,308,4,4,5,4,5,4
729,308,4,5,5,4,4,4
745,308,4,3,5,5,5,3
773,308,4,5,4,4,3,3
84,309,5,5,5,5,4,3
90,309,4,5,5,4,4,4
152,309,3,4,3,4,3,3
200,309,1,1,1,1,1,1
205,309,5,4,4,5,5,5
280,309,4,4,3,4,4,4
317,309,3,3,3,3,3,4
471,309,4,5,3,4,3,3
499,309,4,5,4,4,3,3
500,309,4,5,5,3,3,3
538,309,3,4,3,4,3,3
556,309,4,3,3,4,3,5
602,309,1,1,1,1,1,1
603,309,2,1,2,2,2,2
621,309,4,4,4,4,4,4
624,309,3,1,3,3,5,4
626,309,2,3,2,2,2,3
635,309,3,3,2,3,4,3
648,309,2,2,2,1,1,2
661,309,3,4,2,3,3,3
675,309,4,4,3,5,4,3
689,309,4,4,4,3,3,5
716,309,3,3,3,4,3,3
738,309,4,4,4,4,4,4
745,309,3,3,3,4,3,4
748,309,5,5,5,5,4,3
753,309,3,3,3,3,3,3
755,309,2,4,3,1,2,1
759,309,4,4,3,4,4,4
764,309,5,5,4,5,5,4
767,309,4,4,3,4,4,3
769,309,3,3,3,4,3,2
773,309,5,3,4,5,5,5
791,309,3,3,4,3,3,4
793,309,4,4,4,5,4,5
795,309,4,4,3,4,4,3
797,309,4,4,4,4,4,5
804,309,2,2,2,1,2,2
806,309,4,5,4,5,4,4
811,309,3,5,3,3,2,2
812,309,4,3,4,3,4,4
826,309,4,4,5,3,3,3
827,309,3,4,3,3,2,3
831,309,4,5,4,4,3,3
837,309,4,4,4,5,4,4
839,309,5,5,5,5,4,4
844,309,4,3,4,5,4,5
862,309,4,5,4,4,4,3
863,309,3,3,2,3,4,2
877,309,5,4,5,5,5,4
899,309,3,2,3,2,4,3
769,310,1,1,1,1,2,2
773,310,3,3,4,3,4,4
780,310,3,2,4,3,2,3
786,310,4,3,3,3,3,3
790,310,2,2,4,2,2,2
791,310,4,4,4,4,3,4
792,310,1,1,2,1,2,1
793,310,1,1,2,1,2,2
798,310,2,2,4,2,3,2
802,310,4,4,4,4,4,3
811,310,1,1,1,1,1,1
813,310,3,3,3,4,3,3
827,310,3,3,3,4,2,2
831,310,1,1,2,1,2,1
834,310,3,3,4,4,3,1
838,310,4,3,4,4,3,3
839,310,3,3,5,4,3,2
840,310,2,2,3,2,2,2
844,310,4,4,4,4,4,4
862,310,4,4,3,4,3,4
863,310,2,1,2,2,3,2
873,310,3,3,4,4,3,3
874,310,3,4,3,3,2,3
875,310,3,3,3,4,3,2
877,310,3,3,3,4,3,3
886,310,2,2,2,2,2,2
891,310,3,4,4,3,3,2
893,310,4,5,3,4,3,3
896,310,2,2,2,1,1,1
897,310,3,2,4,3,3,3
899,310,3,4,3,3,4,2
904,310,4,4,4,5,5,3
905,310,2,3,3,3,2,2
909,310,1,1,2,1,1,1
915,310,2,1,3,2,4,2
917,310,2,3,2,2,3,2
937,310,4,4,3,4,3,2
938,310,3,3,3,2,3,2
944,310,4,4,4,4,3,3
955,310,1,1,1,1,1,1
956,310,4,4,5,4,4,2
961,310,3,2,3,2,3,2
963,310,1,1,2,1,2,1
966,310,4,4,4,4,3,4
976,310,2,1,2,2,2,2
997,310,4,4,4,4,3,2
842,311,5,5,5,4,5,4
849,311,2,2,1,2,3,3
863,311,5,5,4,4,5,5
940,311,1,1,3,1,2,1
993,311,5,5,4,5,5,4
1042,311,3,2,5,2,4,3
1059,311,2,1,2,2,5,4
171,312,5,5,4,4,5,4
189,312,4,3,4,4,4,4
283,312,4,5,3,4,4,3
301,312,3,3,4,3,4,3
357,312,4,3,4,3,3,3
416,312,5,4,5,5,4,3
460,312,5,4,4,5,5,4
526,312,5,4,5,5,4,3
527,312,3,4,3,3,3,3
559,312,4,3,4,4,3,3
579,312,4,4,5,4,5,5
593,312,4,2,3,4,4,3
604,312,4,4,3,3,4,3
663,312,5,4,4,4,5,5
9,313,4,3,4,5,5,5
17,313,4,5,5,5,5,5
185,313,5,5,5,5,5,5
309,313,4,5,5,5,5,5
333,313,5,5,3,5,3,3
345,313,5,5,5,5,5,5
361,313,5,5,5,5,5,5
398,313,4,4,3,4,4,3
427,313,5,5,5,5,5,5
497,313,4,4,4,4,4,4
532,313,1,1,1,1,1,1
533,313,5,5,5,5,5,5
543,313,2,1,2,3,4,2
560,313,3,3,3,3,3,3
574,313,5,3,5,5,5,5
586,313,2,1,1,3,4,4
648,313,1,1,3,1,1,1
651,313,2,1,1,3,4,4
697,313,4,5,5,5,5,5
738,313,1,1,1,1,3,3
755,313,3,3,3,3,3,3
802,313,2,2,5,5,5,2
426,314,4,4,3,3,4,3
430,314,4,4,4,4,4,5
435,314,3,4,4,4,4,3
443,314,3,3,3,3,3,3
444,314,2,4,3,1,2,2
452,314,2,2,3,2,3,3
453,314,5,5,5,5,5,5
459,314,4,4,4,4,4,4
461,314,2,3,3,2,3,2
464,314,3,3,3,3,3,4
467,314,1,1,4,5,2,1
470,314,4,5,4,5,5,4
471,314,3,4,4,3,3,2
487,314,2,2,3,3,3,3
497,314,3,3,4,4,4,3
499,314,4,4,4,4,4,3
500,314,3,4,4,3,3,2
506,314,3,4,4,3,3,3
512,314,4,4,3,4,3,3
523,314,4,4,4,4,4,4
838,314,4,4,4,4,4,4
635,315,3,3,2,3,4,3
841,315,3,5,5,4,4,4
842,315,4,4,5,4,4,4
861,315,1,1,3,1,2,2
862,315,4,4,4,3,3,3
863,315,5,5,5,5,5,5
869,315,5,4,5,4,4,3
877,315,4,3,4,4,5,2
885,315,4,3,4,3,2,3
888,315,3,3,4,2,3,3
891,315,4,4,4,4,4,4
894,315,4,4,4,4,3,3
898,315,4,4,4,4,4,4
916,315,3,3,3,3,3,3
921,315,5,5,5,4,4,5
929,315,4,4,4,4,4,4
930,315,1,1,2,2,1,1
932,315,4,4,5,4,4,4
935,315,3,3,3,3,3,3
940,315,2,2,3,2,2,2
274,316,5,5,5,5,5,5
526,316,5,5,5,5,4,4
586,316,4,4,5,4,5,4
675,316,1,1,3,1,1,1
753,316,4,3,4,4,4,3
773,316,5,5,4,5,5,5
804,316,4,3,5,4,3,3
827,316,3,3,3,3,3,3
893,316,5,5,4,5,5,4
897,316,4,4,4,4,4,4
899,316,3,3,2,3,2,3
909,316,1,1,3,1,2,3
910,316,5,4,5,4,5,4
915,316,3,1,3,3,4,3
927,316,5,5,5,4,5,4
934,316,2,2,1,2,4,3
942,316,3,2,3,3,3,3
943,316,5,4,5,4,5,5
955,316,3,3,4,3,4,3
957,316,5,5,5,4,4,5
961,316,4,4,5,4,4,4
967,316,1,1,1,1,1,1
970,316,5,5,5,5,5,5
974,316,4,4,4,4,4,3
975,316,5,5,5,5,4,3
998,316,2,1,2,2,3,3
1028,316,2,1,3,2,3,3
1030,316,3,3,4,3,3,3
842,317,2,3,3,3,3,5
862,317,3,3,4,4,4,4
863,317,3,4,4,4,3,3
877,317,4,4,5,5,5,4
906,317,4,5,5,5,5,4
917,317,4,5,5,5,5,5
927,317,4,4,4,4,4,4
931,317,5,5,5,5,5,5
84,318,5,5,5,5,5,5
738,318,3,3,3,2,2,3
745,318,4,4,4,4,4,4
751,318,2,2,2,1,3,3
753,318,3,3,3,3,4,4
769,318,4,4,4,4,4,4
771,318,4,4,4,4,4,4
777,318,4,4,4,4,4,4
784,318,4,4,4,4,4,4
785,318,3,4,2,2,4,3
792,318,3,1,4,2,3,4
799,318,5,4,4,4,5,5
209,319,4,3,4,3,5,5
211,319,4,4,5,4,4,5
217,319,3,2,4,2,3,4
220,319,5,5,5,5,5,4
282,319,2,1,2,1,3,2
470,319,4,2,3,3,3,3
471,319,5,5,5,5,5,4
473,319,3,2,3,2,2,2
482,319,3,2,3,2,5,5
497,319,1,1,2,1,1,2
499,319,3,2,3,2,1,2
500,319,4,3,4,4,3,3
507,319,2,2,3,1,3,3
518,319,3,3,2,2,4,3
519,319,2,3,4,3,3,2
524,319,2,1,2,1,1,4
528,319,2,1,2,1,3,2
531,319,3,3,2,2,4,3
532,319,1,1,4,1,1,1
533,319,5,5,4,5,5,4
539,319,2,2,3,1,4,1
542,319,4,4,5,4,4,4
547,319,3,3,4,1,3,3
550,319,4,2,4,4,5,3
553,319,4,4,4,5,4,4
556,319,5,5,5,5,4,4
560,319,2,1,3,3,3,2
562,319,2,1,2,1,2,4
569,319,2,2,2,1,1,3
570,319,2,2,3,1,2,2
574,319,3,1,3,3,2,4
577,319,3,2,3,2,3,3
578,319,5,4,5,5,5,4
579,319,3,2,5,2,4,1
583,319,4,4,4,3,4,3
586,319,2,2,2,3,2,2
587,319,3,3,4,2,3,3
588,319,4,4,3,3,4,4
590,319,3,1,5,2,3,3
592,319,4,3,4,4,5,4
601,319,2,1,2,1,3,2
615,319,3,2,3,3,2,5
618,319,2,1,2,1,2,2
621,319,2,1,3,2,3,3
623,319,4,4,4,3,4,3
624,319,2,1,2,1,4,2
626,319,4,4,5,5,4,4
638,319,2,1,2,1,4,2
644,319,4,4,5,5,4,4
645,319,4,4,3,4,4,3
647,319,3,3,4,1,3,5
649,319,2,1,3,1,2,1
651,319,4,4,5,4,5,4
663,319,4,5,4,5,4,4
664,319,4,2,5,4,5,3
666,319,3,4,4,3,3,1
675,319,4,5,4,5,4,4
679,319,3,2,4,2,4,3
683,319,3,1,4,2,4,3
688,319,2,2,3,2,3,2
692,319,1,1,3,1,1,1
695,319,2,1,3,2,4,2
700,319,2,1,3,1,2,1
709,319,2,1,2,1,2,2
711,319,2,1,3,1,2,3
715,319,2,2,3,1,3,2
716,319,4,4,3,5,3,3
717,319,3,3,4,2,2,3
719,319,2,2,2,1,2,2
722,319,2,1,2,1,3,4
729,319,3,2,4,4,3,3
731,319,1,1,2,1,1,2
738,319,3,2,4,3,4,3
743,319,3,2,4,2,3,3
745,319,2,2,2,2,1,4
752,319,2,2,3,2,2,3
753,319,4,4,3,4,4,4
759,319,3,2,4,3,3,5
764,319,3,2,4,1,3,3
769,319,2,1,4,1,3,3
773,319,3,2,3,3,4,3
777,319,4,4,5,4,4,4
788,319,4,3,4,4,5,4
792,319,2,1,3,1,3,4
793,319,3,2,4,4,3,4
795,319,3,2,4,3,3,5
800,319,3,3,3,2,2,3
805,319,2,1,3,1,2,3
806,319,5,5,5,5,4,4
811,319,3,2,4,2,4,2
812,319,3,2,2,3,5,3
814,319,3,3,4,2,2,3
819,319,4,4,5,3,3,4
822,319,4,4,4,4,3,3
826,319,4,3,5,4,3,4
838,319,2,1,3,1,2,4
841,319,4,4,5,5,4,3
842,319,3,2,5,2,4,3
849,319,2,2,3,1,3,3
858,319,3,3,3,3,2,2
859,319,2,1,3,1,2,1
863,319,3,2,3,2,4,3
867,319,3,2,4,3,4,2
874,319,2,2,3,2,2,2
877,319,5,5,4,5,5,5
886,319,3,3,3,2,2,3
888,319,3,3,2,2,3,3
891,319,4,4,5,4,3,3
896,319,2,3,3,1,3,2
898,319,2,2,2,1,3,2
899,319,3,3,3,2,5,4
900,319,3,2,3,3,4,3
904,319,3,2,3,3,5,4
909,319,2,1,3,1,3,2
915,319,4,4,3,4,5,4
917,319,3,2,4,3,4,3
918,319,1,1,2,1,2,1
921,319,4,3,4,3,5,5
931,319,2,1,2,1,2,2
932,319,4,3,3,5,5,5
933,319,3,3,3,2,5,3
934,319,1,1,1,2,1,2
936,319,2,2,3,1,2,2
940,319,2,1,3,1,2,3
954,319,2,2,2,2,3,2
955,319,4,3,4,4,5,4
959,319,4,5,4,4,5,4
961,319,3,2,4,3,3,3
966,319,3,2,4,3,2,2
968,319,3,2,3,2,2,4
971,319,3,2,3,2,3,3
972,319,3,1,4,1,3,3
975,319,2,2,3,2,3,2
976,319,3,3,4,2,2,3
980,319,3,3,4,4,3,3
981,319,1,1,1,1,3,1
982,319,3,2,4,2,2,3
983,319,3,4,3,3,4,3
988,319,4,4,5,3,5,4
993,319,3,3,4,3,3,3
1015,319,2,2,3,3,2,2
1017,319,2,1,1,2,2,3
1023,319,2,2,3,1,2,2
1025,319,3,3,3,2,3,3
1033,319,4,3,4,4,5,5
1034,319,3,2,3,2,3,4
1035,319,3,4,4,3,3,3
1040,319,3,2,4,2,3,3
1058,319,3,2,3,2,4,4
1059,319,4,5,4,3,5,2
1066,319,5,5,4,5,5,4
1068,319,3,4,4,2,3,3
1069,319,3,4,3,1,1,3
1075,319,4,3,4,4,4,3
601,320,1,1,2,1,1,2
624,320,1,1,3,4,3,2
731,320,4,4,3,3,3,3
737,320,5,5,5,5,4,4
792,320,4,3,3,3,3,3
799,320,5,5,5,5,5,5
825,320,4,4,4,3,3,3
826,320,3,3,3,3,3,3
838,320,3,3,3,3,3,3
863,320,4,4,4,5,5,4
877,320,5,3,4,4,5,4
885,320,5,5,4,5,4,4
911,320,4,4,5,4,4,4
1025,320,4,4,3,4,3,3
61,321,4,4,5,4,4,5
72,321,2,2,2,3,2,2
74,321,5,5,5,4,5,5
81,321,5,5,5,5,5,5
110,321,3,4,3,3,2,2
113,321,5,5,5,5,5,5
132,321,3,2,3,3,3,3
151,321,5,5,5,5,5,4
153,321,4,4,3,4,4,4
162,321,4,4,5,4,4,4
180,321,3,3,3,3,2,3
188,321,4,4,5,4,5,4
210,321,5,4,4,5,5,3
211,321,3,3,4,3,4,3
218,321,4,4,4,4,4,3
226,321,3,2,3,3,3,2
227,321,5,5,5,4,3,4
252,321,2,2,3,2,2,2
279,321,3,4,4,3,3,3
283,321,3,4,3,3,3,3
300,321,4,4,4,3,4,4
304,321,2,2,2,2,2,3
336,321,4,4,5,4,4,4
337,321,4,4,4,4,4,4
350,321,3,3,5,4,3,3
356,321,3,3,4,2,3,3
358,321,4,4,4,4,4,3
363,321,3,3,3,4,4,3
370,321,4,4,4,3,3,4
392,321,4,4,4,5,5,4
409,321,4,4,4,3,4,3
